hospital_pk,state,ccn,hospital_name,address,city,zip,hospital_subtype,fips_code,geocoded_hospital_address,hhs_ids,publication_date,collection_week,is_metro_micro,total_beds_7_day_sum,all_adult_hospital_beds_7_day_sum,all_adult_hospital_inpatient_beds_7_day_sum,inpatient_beds_used_7_day_sum,all_adult_hospital_inpatient_bed_occupied_7_day_sum,total_adult_patients_hosp_confirmed_suspected_covid_7d_sum,total_adult_patients_hospitalized_confirmed_covid_7_day_sum,total_pediatric_patients_hosp_confirmed_suspected_covid_7d_sum,total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum,inpatient_beds_7_day_sum,total_icu_beds_7_day_sum,total_staffed_adult_icu_beds_7_day_sum,icu_beds_used_7_day_sum,staffed_adult_icu_bed_occupancy_7_day_sum,staffed_icu_adult_patients_confirmed_suspected_covid_7d_sum,staffed_icu_adult_patients_confirmed_covid_7_day_sum,total_patients_hospitalized_confirmed_influenza_7_day_sum,icu_patients_confirmed_influenza_7_day_sum,total_patients_hosp_confirmed_influenza_and_covid_7d_sum,total_beds_7_day_coverage,all_adult_hospital_beds_7_day_coverage,all_adult_hospital_inpatient_beds_7_day_coverage,inpatient_beds_used_7_day_coverage,all_adult_hospital_inpatient_bed_occupied_7_day_coverage,total_adult_patients_hosp_confirmed_suspected_covid_7d_cov,total_adult_patients_hospitalized_confirmed_covid_7_day_coverage,total_pediatric_patients_hosp_confirmed_suspected_covid_7d_cov,total_pediatric_patients_hosp_confirmed_covid_7d_cov,inpatient_beds_7_day_coverage,total_icu_beds_7_day_coverage,total_staffed_adult_icu_beds_7_day_coverage,icu_beds_used_7_day_coverage,staffed_adult_icu_bed_occupancy_7_day_coverage,staffed_icu_adult_patients_confirmed_suspected_covid_7d_cov,staffed_icu_adult_patients_confirmed_covid_7_day_coverage,total_patients_hospitalized_confirmed_influenza_7_day_coverage,icu_patients_confirmed_influenza_7_day_coverage,total_patients_hosp_confirmed_influenza_and_covid_7d_cov,previous_day_admission_adult_covid_confirmed_7_day_sum,previous_day_admission_adult_covid_confirmed_18_19_7_day_sum,previous_day_admission_adult_covid_confirmed_20_29_7_day_sum,previous_day_admission_adult_covid_confirmed_30_39_7_day_sum,previous_day_admission_adult_covid_confirmed_40_49_7_day_sum,previous_day_admission_adult_covid_confirmed_50_59_7_day_sum,previous_day_admission_adult_covid_confirmed_60_69_7_day_sum,previous_day_admission_adult_covid_confirmed_70_79_7_day_sum,previous_day_admission_adult_covid_confirmed_80plus_7_day_sum,previous_day_admission_adult_covid_confirmed_unknown_7_day_sum,previous_day_admission_pediatric_covid_confirmed_7_day_sum,previous_day_covid_ed_visits_7_day_sum,previous_day_admission_adult_covid_suspected_7_day_sum,previous_day_admission_adult_covid_suspected_18_19_7_day_sum,previous_day_admission_adult_covid_suspected_20_29_7_day_sum,previous_day_admission_adult_covid_suspected_30_39_7_day_sum,previous_day_admission_adult_covid_suspected_40_49_7_day_sum,previous_day_admission_adult_covid_suspected_50_59_7_day_sum,previous_day_admission_adult_covid_suspected_60_69_7_day_sum,previous_day_admission_adult_covid_suspected_70_79_7_day_sum,previous_day_admission_adult_covid_suspected_80plus_7_day_sum,previous_day_admission_adult_covid_suspected_unknown_7_day_sum,previous_day_admission_pediatric_covid_suspected_7_day_sum,previous_day_total_ed_visits_7_day_sum,previous_day_admission_influenza_confirmed_7_day_sum,is_corrected,previous_day_admission_adult_covid_confirmed_7_day_coverage,previous_day_admission_adult_covid_suspected_7_day_coverage,previous_day_admission_pediatric_covid_confirmed_7_day_coverage,previous_day_admission_pediatric_covid_suspected_7_day_coverage,previous_week_patients_covid_vaccinated_doses_all_7_day,previous_week_patients_covid_vaccinated_doses_all_7_day_sum,previous_week_patients_covid_vaccinated_doses_one_7_day,previous_week_patients_covid_vaccinated_doses_one_7_day_sum,previous_week_personnel_covid_vaccd_doses_administered_7_day,previous_week_personnel_covid_vaccd_doses_administered_7_day_sum,total_personnel_covid_vaccinated_doses_all_7_day,total_personnel_covid_vaccinated_doses_all_7_day_sum,total_personnel_covid_vaccinated_doses_none_7_day,total_personnel_covid_vaccinated_doses_none_7_day_sum,total_personnel_covid_vaccinated_doses_one_7_day,total_personnel_covid_vaccinated_doses_one_7_day_sum,total_beds_7_day_avg,all_adult_hospital_beds_7_day_avg,all_adult_hospital_inpatient_beds_7_day_avg,inpatient_beds_used_7_day_avg,all_adult_hospital_inpatient_bed_occupied_7_day_avg,total_adult_patients_hosp_confirmed_suspected_covid_7d_avg,total_adult_patients_hospitalized_confirmed_covid_7_day_avg,total_pediatric_patients_hosp_confirmed_suspected_covid_7d_avg,total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg,inpatient_beds_7_day_avg,total_icu_beds_7_day_avg,total_staffed_adult_icu_beds_7_day_avg,icu_beds_used_7_day_avg,staffed_adult_icu_bed_occupancy_7_day_avg,staffed_icu_adult_patients_confirmed_suspected_covid_7d_avg,staffed_icu_adult_patients_confirmed_covid_7_day_avg,total_patients_hospitalized_confirmed_influenza_7_day_avg,icu_patients_confirmed_influenza_7_day_avg,total_patients_hosp_confirmed_influenza_and_covid_7d_avg
330285,NY,330285,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,14642,Short Term,36055,POINT (-77.623587 43.122832),[C330285-A],20240308,20210523,1,9352,8316,7378,6351,5295,259,245,17,13,8414,1127,931.0,848.0,709.0,75,75.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,34,-999999,4,5,5,7,5,5,-999999,0.0,6,55,11,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0.0,-999999,2298,0.0,0,7,7,7,7,146.0,,204.0,,17.0,,15316.0,,3913.0,,16350.0,,1336.0,1188.0,1054.0,907.3,756.4,37.0,35.0,-999999.0,-999999.0,1202.0,161.0,133.0,121.1,101.3,10.7,10.7,0.0,0.0,0.0
050025,CA,050025,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,200 WEST ARBOR DRIVE,SAN DIEGO,92103,Short Term,06073,POINT (-117.165844 32.754258),"[C050025-A, C050025-B]",20230623,20210528,1,5810,5250,4508,3933,3754,101,88,9,7,5068,1183,707.0,790.0,611.0,56,52.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,-999999,0,0,0,0,0,0.0,0,403,6,0,-999999,-999999,0,-999999,0,0,0,0.0,0,1670,0.0,0,7,7,7,7,7424.0,,850.0,,58.0,,10904.0,,2375.0,,230.0,,830.0,750.0,644.0,561.9,536.3,14.4,12.6,-999999.0,-999999.0,724.0,169.0,101.0,112.9,87.3,8.0,7.4,0.0,0.0,0.0
050262,CA,050262,RONALD REAGAN UCLA MEDICAL CENTER,757 WESTWOOD PLAZA,LOS ANGELES,90095,Short Term,06037,POINT (-118.44562 34.06617),[C050262-A],20230623,20210528,1,3220,2744,2513,2734,2427,26,19,0,0,2989,1106,784.0,945.0,749.0,7,7.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0.0,0,139,0,0,0,0,0,0,0,0,0,0.0,0,1013,0.0,0,7,7,7,7,59.0,,0.0,,59.0,,18591.0,,6641.0,,2357.0,,460.0,392.0,359.0,390.6,346.7,-999999.0,-999999.0,0.0,0.0,427.0,158.0,112.0,135.0,107.0,-999999.0,-999999.0,0.0,0.0,0.0
050373,CA,050373,LAC+USC MEDICAL CENTER,"1200 N STATE ST, ROOM C2K100",LOS ANGELES,90033,Short Term,06037,POINT (-118.208376 34.057996),[C050373-A],20230623,20210528,1,4428,3986,3885,3367,3154,143,134,11,11,4327,951,671.0,665.0,518.0,16,16.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,50,-999999,12,4,5,10,10,5,-999999,0.0,-999999,73,4,0,-999999,0,0,0,-999999,0,-999999,0.0,0,3099,0.0,0,7,7,7,7,116.0,,97.0,,31.0,,7598.0,,7570.0,,209.0,,632.6,569.4,555.0,481.0,450.6,20.4,19.1,-999999.0,-999999.0,618.1,135.9,95.9,95.0,74.0,-999999.0,-999999.0,0.0,0.0,0.0
050441,CA,050441,STANFORD HEALTH CARE,300 PASTEUR DRIVE,STANFORD,94305,Short Term,06085,POINT (-122.175944 37.433018),[C050441-A],20230623,20210528,1,4525,4406,4406,4225,4225,109,98,0,0,4406,694,694.0,625.0,625.0,43,39.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,-999999,0,-999999,0,0,0,-999999,-999999,0.0,0,32,224,-999999,8,31,23,29,49,37,44,0.0,0,1687,0.0,0,7,7,7,7,0.0,,4756.0,,51.0,,37.0,,8303.0,,14.0,,646.4,629.4,629.4,603.6,603.6,15.6,14.0,0.0,0.0,629.4,99.1,99.1,89.3,89.3,6.1,5.6,0.0,0.0,0.0
050454,CA,050454,UCSF MEDICAL CENTER,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,94143,Short Term,06075,POINT (-122.457544 37.762452),"[C050454-C, C050454-B, C050454-D, C050454-A]",20230623,20210528,1,5943,4235,4235,4404,3306,35,34,11,11,5943,1375,710.0,1068.0,499.0,23,23.0,46.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0.0,0,9,0,0,0,0,0,0,0,0,0,0.0,0,908,-999999.0,0,7,7,7,7,,,,,,,,,,,,,849.0,605.0,605.0,629.1,472.3,5.0,4.9,-999999.0,-999999.0,849.0,196.4,101.4,152.6,71.3,-999999.0,-999999.0,6.6,0.0,0.0
050625,CA,050625,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD,LOS ANGELES,90048,Short Term,06037,POINT (-118.380122 34.075496),[C050625-A],20230623,20210528,1,5663,5530,5530,5145,5079,59,42,0,0,5663,1128,729.0,843.0,622.0,25,16.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,-999999,0,0,-999999,0,0,0.0,0,12,5,0,0,-999999,0,0,-999999,-999999,-999999,0.0,0,1814,0.0,0,7,7,7,7,1157.0,,346.0,,98.0,,15559.0,,3591.0,,309.0,,809.0,790.0,790.0,735.0,725.6,8.4,6.0,0.0,0.0,809.0,161.1,104.1,120.4,88.9,-999999.0,-999999.0,0.0,0.0,0.0
330005,NY,330005,KALEIDA HEALTH,100 HIGH STREET,BUFFALO,14210,Short Term,36029,POINT (-78.865984 42.900906),"[C330005-B, C330005-A]",20230623,20210528,1,6853,6853,6328,4446,4446,136,132,0,0,6328,1505,1505.0,868.0,868.0,51,49.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,-999999,0,-999999,-999999,-999999,0,-999999,0.0,0,36,-999999,0,-999999,0,-999999,0,-999999,0,0,0.0,0,1991,0.0,0,7,7,7,7,-999999.0,,4.0,,0.0,,4783.0,,1860.0,,326.0,,979.0,979.0,904.0,635.1,635.1,19.4,18.9,0.0,0.0,904.0,215.0,215.0,124.0,124.0,7.3,7.0,0.0,0.0,0.0
330024,NY,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,10029,Short Term,36061,POINT (-73.953392 40.790390),"[C330024-B, C330024-A]",20230623,20210528,1,11691,10781,9045,7020,6321,563,327,6,0,9955,1443,1301.0,875.0,775.0,72,64.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,0,0,-999999,0,-999999,-999999,-999999,-999999,0.0,0,613,15,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0.0,0,3871,0.0,0,7,7,7,7,494.0,,380.0,,104.0,,17004.0,,10939.0,,405.0,,1670.1,1540.1,1292.1,1002.9,903.0,80.4,46.7,-999999.0,0.0,1422.1,206.1,185.9,125.0,110.7,10.3,9.1,0.0,0.0,0.0
330059,NY,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,10467,Short Term,36005,POINT (-73.879897 40.879872),"[C330059-C, C330059-B, C330059-A, C330059-D]",20230623,20210528,1,11473,10094,10094,8639,7803,205,205,5,5,11473,1442,861.0,1108.0,665.0,38,38.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,22,-999999,-999999,-999999,-999999,8,-999999,-999999,-999999,-999999.0,-999999,1710,0,0,0,0,0,0,0,0,0,0.0,0,4746,0.0,0,7,7,7,7,,,,,,,,,,,,,1639.0,1442.0,1442.0,1234.1,1114.7,29.3,29.3,-999999.0,-999999.0,1639.0,206.0,123.0,158.3,95.0,5.4,5.4,0.0,0.0,0.0
330101,NY,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,10065,Short Term,36061,POINT (-73.954509 40.764355),"[C330101-A, C330101-H, C330101-D, C330101-F, C330101-G, C330101-C, C330101-E]",20230623,20210528,1,24874,20457,18665,16653,13646,929,371,49,17,22746,3762,2256.0,2970.0,1707.0,185,115.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,39,0,4,6,4,5,6,6,8,0.0,-999999,298,170,0,6,16,18,24,39,30,37,0.0,6,6496,0.0,0,7,7,7,7,,,,,,,,,,,,,3553.4,2922.4,2666.4,2379.0,1949.4,132.7,53.0,7.0,-999999.0,3249.4,537.4,322.3,424.3,243.9,26.4,16.4,0.0,0.0,0.0
330214,NY,330214,NYU LANGONE HOSPITALS,550 FIRST AVENUE,NEW YORK,10016,Short Term,36061,POINT (-73.974303 40.742311),"[C330214-B, C330214-A, C330214-C, C330214-D]",20230623,20210528,1,16772,14238,12278,10233,8265,243,213,4,0,14994,2779,1834.0,2075.0,1359.0,47,46.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,28,0,-999999,5,5,-999999,-999999,4,6,0.0,0,1751,6,0,-999999,-999999,-999999,0,0,-999999,-999999,0.0,5,4908,0.0,0,7,7,7,7,2045.0,,1030.0,,294.0,,32384.0,,10825.0,,32870.0,,2396.0,2034.0,1754.0,1461.9,1180.7,34.7,30.4,-999999.0,0.0,2142.0,397.0,262.0,296.4,194.1,6.7,6.6,0.0,0.0,0.0
330285,NY,330285,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,14642,Short Term,36055,POINT (-77.623587 43.122832),[C330285-A],20230623,20210528,1,9352,8316,7378,6057,5033,207,197,14,9,8414,1127,931.0,821.0,671.0,47,47.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23,-999999,-999999,-999999,5,-999999,4,4,0,0.0,8,47,9,-999999,-999999,-999999,-999999,-999999,0,-999999,0,0.0,4,2192,0.0,0,7,7,7,7,3165.0,,0.0,,0.0,,15316.0,,3913.0,,16350.0,,1336.0,1188.0,1054.0,865.3,719.0,29.6,28.1,-999999.0,-999999.0,1202.0,161.0,133.0,117.3,95.9,6.7,6.7,0.0,0.0,0.0
050025,CA,050025,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,200 WEST ARBOR DRIVE,SAN DIEGO,92103,Short Term,06073,POINT (-117.165844 32.754258),"[C050025-A, C050025-B]",20240308,20210530,1,5810,5250,4508,3963,3780,100,80,9,7,5068,1183,707.0,787.0,604.0,54,49.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,-999999,0,0,0,0,0,0.0,0,419,9,0,-999999,-999999,-999999,-999999,0,-999999,0,0.0,0,1696,0.0,0,7,7,7,7,7424.0,,850.0,,58.0,,10904.0,,2375.0,,230.0,,830.0,750.0,644.0,566.1,540.0,14.3,11.4,-999999.0,-999999.0,724.0,169.0,101.0,112.4,86.3,7.7,7.0,0.0,0.0,0.0
050262,CA,050262,RONALD REAGAN UCLA MEDICAL CENTER,757 WESTWOOD PLAZA,LOS ANGELES,90095,Short Term,06037,POINT (-118.446328 34.066455),[C050262-A],20240308,20210530,1,3220,2744,2513,2713,2432,32,22,-999999,0,2989,1106,784.0,946.0,754.0,12,11.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0.0,0,140,0,0,0,0,0,0,0,0,0,0.0,0,1042,0.0,0,7,7,7,7,59.0,,0.0,,59.0,,18591.0,,6641.0,,2357.0,,460.0,392.0,359.0,387.6,347.4,4.6,-999999.0,-999999.0,0.0,427.0,158.0,112.0,135.1,107.7,-999999.0,-999999.0,0.0,0.0,0.0
050373,CA,050373,LOS ANGELES GENERAL MEDICAL CENTER,"2051 MARENGO ST, ROOM C2K100",LOS ANGELES,90033,Short Term,06037,POINT (-118.206478 34.056278),[C050373-A],20240308,20210530,1,4452,4009,3903,3364,3152,152,135,11,11,4346,968,686.0,673.0,521.0,18,18.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,51,-999999,13,-999999,5,12,9,5,-999999,0.0,-999999,86,7,0,-999999,0,-999999,-999999,-999999,0,-999999,0.0,0,3154,0.0,0,7,7,7,7,116.0,,97.0,,31.0,,7598.0,,7570.0,,209.0,,636.0,572.7,557.6,480.6,450.3,21.7,19.3,-999999.0,-999999.0,620.9,138.3,98.0,96.1,74.4,-999999.0,-999999.0,0.0,0.0,0.0
050441,CA,050441,STANFORD HEALTH CARE,300 PASTEUR DRIVE,STANFORD,94305,Short Term,06085,POINT (-122.175944 37.433018),[C050441-A],20240308,20210530,1,4473,4354,4354,4173,4173,109,96,0,0,4354,693,693.0,613.0,613.0,45,41.0,-999999.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,-999999,0,0,0,-999999,0,0,-999999,0.0,0,29,228,4,8,37,25,24,54,36,40,0.0,0,1709,-999999.0,0,7,7,7,7,0.0,,4756.0,,51.0,,37.0,,8303.0,,14.0,,639.0,622.0,622.0,596.1,596.1,15.6,13.7,0.0,0.0,622.0,99.0,99.0,87.6,87.6,6.4,5.9,-999999.0,0.0,0.0
050454,CA,050454,UCSF MEDICAL CENTER,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,94143,Short Term,06075,POINT (-122.457544 37.762452),"[C050454-C, C050454-B, C050454-D, C050454-A]",20240308,20210530,1,5943,4235,4235,4382,3308,30,30,7,7,5943,1373,708.0,1076.0,500.0,25,25.0,42.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0.0,0,8,0,0,0,0,0,0,0,0,0,0.0,0,938,-999999.0,0,7,7,7,7,,,,,,,,,,,,,849.0,605.0,605.0,626.0,472.6,4.3,4.3,-999999.0,-999999.0,849.0,196.1,101.1,153.7,71.4,-999999.0,-999999.0,6.0,0.0,0.0
050625,CA,050625,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD,LOS ANGELES,90048,Short Term,06037,POINT (-118.380016 34.076549),[C050625-A],20240308,20210530,1,5707,5574,5574,5193,5134,53,34,0,0,5707,1128,729.0,851.0,622.0,18,10.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,-999999,-999999,0,0,0,0,0,0.0,0,11,6,0,0,-999999,0,0,-999999,-999999,0,0.0,0,1835,0.0,0,7,7,7,7,1157.0,,346.0,,98.0,,15559.0,,3591.0,,309.0,,815.3,796.3,796.3,741.9,733.4,7.6,4.9,0.0,0.0,815.3,161.1,104.1,121.6,88.9,-999999.0,-999999.0,0.0,0.0,0.0
330005,NY,330005,KALEIDA HEALTH,100 HIGH STREET,BUFFALO,14210,Short Term,36029,POINT (-78.865984 42.900906),"[C330005-C, C330005-B, C330005-A]",20240308,20210530,1,6853,6853,6328,4457,4457,110,104,0,0,6328,1505,1505.0,883.0,883.0,49,46.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,0,-999999,0,-999999,0,-999999,0,-999999,0.0,0,33,4,0,0,0,0,0,-999999,-999999,0,0.0,0,1994,0.0,0,7,7,7,7,-999999.0,,4.0,,0.0,,4783.0,,1860.0,,326.0,,979.0,979.0,904.0,636.7,636.7,15.7,14.9,0.0,0.0,904.0,215.0,215.0,126.1,126.1,7.0,6.6,0.0,0.0,0.0
330024,NY,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,10029,Short Term,36061,POINT (-73.953392 40.790390),"[C330024-B, C330024-A]",20240308,20210530,1,11491,10581,8845,7031,6358,540,290,7,-999999,9755,1243,1101.0,872.0,767.0,69,59.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,0,0,0,0,-999999,-999999,-999999,0,0.0,-999999,574,25,0,6,5,-999999,5,-999999,-999999,4,0.0,0,3817,0.0,0,7,7,7,7,494.0,,380.0,,104.0,,17004.0,,10939.0,,405.0,,1641.6,1511.6,1263.6,1004.4,908.3,77.1,41.4,-999999.0,-999999.0,1393.6,177.6,157.3,124.6,109.6,9.9,8.4,0.0,0.0,0.0
330059,NY,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,10467,Short Term,36005,POINT (-73.879896 40.879872),"[C330059-C, C330059-B, C330059-A, C330059-D]",20240308,20210530,1,11473,10094,10094,8676,7824,183,183,5,5,11473,1442,861.0,1112.0,669.0,45,45.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,18,-999999,-999999,0,0,7,-999999,-999999,-999999,-999999.0,-999999,1666,0,0,0,0,0,0,0,0,0,0.0,0,4742,0.0,0,7,7,7,7,,,,,,,,,,,,,1639.0,1442.0,1442.0,1239.4,1117.7,26.1,26.1,-999999.0,-999999.0,1639.0,206.0,123.0,158.9,95.6,6.4,6.4,0.0,0.0,0.0
330101,NY,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,10065,Short Term,36061,POINT (-73.954509 40.764355),"[C330101-A, C330101-H, C330101-D, C330101-F, C330101-G, C330101-C, C330101-E]",20240308,20210530,1,24870,20446,18654,16771,13720,915,367,40,12,22742,3765,2243.0,2981.0,1709.0,172,109.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,37,0,4,8,-999999,4,4,6,8,0.0,0,244,138,0,9,15,10,19,31,27,27,0.0,4,6468,0.0,0,7,7,7,7,,,,,,,,,,,,,3552.9,2920.9,2664.9,2395.9,1960.0,130.7,52.4,5.7,-999999.0,3248.9,537.9,320.4,425.9,244.1,24.6,15.6,0.0,0.0,0.0
330214,NY,330214,NYU LANGONE HOSPITALS,550 FIRST AVENUE,NEW YORK,10016,Short Term,36061,POINT (-73.974303 40.742311),"[C330214-B, C330214-A, C330214-C, C330214-D]",20240308,20210530,1,16772,14238,12278,10323,8280,216,185,8,0,14994,2779,1834.0,2092.0,1363.0,50,45.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,21,0,-999999,5,5,4,-999999,-999999,-999999,0.0,0,1751,6,0,0,-999999,-999999,0,0,-999999,-999999,0.0,7,4943,0.0,0,7,7,7,7,2045.0,,1030.0,,294.0,,32384.0,,10825.0,,32870.0,,2396.0,2034.0,1754.0,1474.7,1182.9,30.9,26.4,-999999.0,0.0,2142.0,397.0,262.0,298.9,194.7,7.1,6.4,0.0,0.0,0.0
330285,NY,330285,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,14642,Short Term,36055,POINT (-77.623587 43.122832),[C330285-A],20240308,20210530,1,9352,8316,7378,6043,5049,180,167,16,10,8414,1127,931.0,818.0,669.0,38,38.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23,-999999,-999999,-999999,5,4,4,-999999,-999999,0.0,6,40,10,-999999,-999999,-999999,-999999,-999999,0,-999999,0,0.0,4,2218,0.0,0,7,7,7,7,3165.0,,0.0,,0.0,,15316.0,,3913.0,,16350.0,,1336.0,1188.0,1054.0,863.3,721.3,25.7,23.9,-999999.0,-999999.0,1202.0,161.0,133.0,116.9,95.6,5.4,5.4,0.0,0.0,0.0
050025,CA,050025,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,200 WEST ARBOR DRIVE,SAN DIEGO,92103,Short Term,06073,POINT (-117.165844 32.754258),"[C050025-A, C050025-B]",20230623,20210604,1,5810,5250,4508,4060,3878,95,68,8,7,5068,1183,707.0,807.0,625.0,40,37.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,-999999,-999999,-999999,0,0,0,0,0.0,0,386,13,0,-999999,4,-999999,4,-999999,-999999,0,0.0,0,1613,0.0,0,7,7,7,7,8790.0,,431.0,,44.0,,10944.0,,2366.0,,207.0,,830.0,750.0,644.0,580.0,554.0,13.6,9.7,-999999.0,-999999.0,724.0,169.0,101.0,115.3,89.3,5.7,5.3,0.0,0.0,0.0
050262,CA,050262,RONALD REAGAN UCLA MEDICAL CENTER,757 WESTWOOD PLAZA,LOS ANGELES,90095,Short Term,06037,POINT (-118.44562 34.06617),[C050262-A],20230623,20210604,1,3220,2744,2513,2712,2411,54,41,-999999,0,2989,1106,784.0,951.0,734.0,27,26.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,-999999,-999999,0,0,0,0,0.0,0,129,0,0,0,0,0,0,0,0,0,0.0,0,1025,0.0,0,7,7,7,7,,,,,,,,,,,,,460.0,392.0,359.0,387.4,344.4,7.7,5.9,-999999.0,0.0,427.0,158.0,112.0,135.9,104.9,-999999.0,-999999.0,0.0,0.0,0.0
050373,CA,050373,LAC+USC MEDICAL CENTER,"1200 N STATE ST, ROOM C2K100",LOS ANGELES,90033,Short Term,06037,POINT (-118.208376 34.057996),[C050373-A],20230623,20210604,1,4454,4010,3893,3472,3298,142,129,-999999,-999999,4337,974,691.0,699.0,568.0,13,13.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,43,-999999,-999999,-999999,5,11,12,4,5,0.0,-999999,62,4,0,0,0,-999999,-999999,-999999,0,0,0.0,0,3183,0.0,0,7,7,7,7,508.0,,150.0,,22.0,,7656.0,,7627.0,,200.0,,636.3,572.9,556.1,496.0,471.1,20.3,18.4,-999999.0,-999999.0,619.6,139.1,98.7,99.9,81.1,-999999.0,-999999.0,0.0,0.0,0.0
050441,CA,050441,STANFORD HEALTH CARE,300 PASTEUR DRIVE,STANFORD,94305,Short Term,06085,POINT (-122.175944 37.433018),[C050441-A],20230623,20210604,1,4541,4422,4422,4365,4365,123,108,0,0,4422,693,693.0,638.0,638.0,47,47.0,-999999.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,0,0,-999999,0,-999999,-999999,0,0,0.0,0,27,231,-999999,16,38,18,34,51,39,33,0.0,-999999,1672,-999999.0,0,7,7,7,7,0.0,,3792.0,,31.0,,22.0,,8276.0,,9.0,,648.7,631.7,631.7,623.6,623.6,17.6,15.4,0.0,0.0,631.7,99.0,99.0,91.1,91.1,6.7,6.7,-999999.0,0.0,0.0
